org_name,repo_name,stars_count,last_pushed_date,source_file
shopify,claude-code-action,1,2025-05-28,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,claude-code-base-action,0,2025-05-27,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,psql-wire,0,2025-06-27,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,position-observer,118,2025-08-05,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,propshaft,0,2025-06-23,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,DataflowTemplates,0,2025-08-06,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,changesets-action,0,2025-07-23,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,horizon,173,2025-08-06,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,rocksdb-1,0,2025-07-28,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,ruby-environments,1,2025-08-06,data/orgs\shopify\shopify_repos_filter2_20250812.csv
shopify,hydrogen-v1,3745,2025-03-19,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,flash-list,6497,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,react-native-skia,7748,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ghostferry,810,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,roast,799,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,opentelemetry-collector-contrib,5,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,polaris,6018,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,draggable,18329,2025-06-24,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ruby-lsp,1849,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,hydrogen,1715,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,themekit,1249,2025-06-24,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,toxiproxy,11412,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,job-iteration,1245,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,tapioca,794,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shipit-engine,1451,2025-07-22,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,krane,1397,2025-07-16,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,mobile-buy-sdk-ios,473,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,erb_lint,727,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,semian,1423,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,go-lua,3321,2025-07-18,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,cli,543,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify-app-js,435,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify-app-template-node,963,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,identity_cache,1940,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,buy-button-js,251,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify-app-template-remix,503,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,mobile-buy-sdk-android,228,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,js-buy-sdk,1005,2025-07-28,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,react-native-performance,966,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,graphql-batch,1429,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,theme-tools,145,2025-08-05,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,cli-ui,1090,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,dev-mcp,464,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ejson,1433,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ruby-lsp-rails,639,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,eng-intern-assessment-react,18,2025-07-18,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,eng-intern-assessment-rails,12,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,eng-intern-assessment-data,11,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,infra-intern-assessment,5,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,pitchfork,795,2025-07-28,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,autotuner,569,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify_django_app,502,2025-05-13,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,extensions-templates,90,2025-07-30,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,eng-intern-assessment-react-native,5,2025-08-07,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ruby-style-guide,557,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shadowenv,427,2025-08-08,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,web-configs,481,2025-07-29,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,measured,376,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,skeleton-theme,473,2025-06-02,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,deprecation_toolkit,509,2025-08-08,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,better-html,456,2025-07-15,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify.github.com,520,2025-05-23,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,tracky,380,2025-05-13,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,function-examples,223,2025-07-18,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,rubygems,2,2025-06-09,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,FunctionalTableData,369,2025-08-07,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,limiter,423,2025-07-14,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,git-chain,237,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,screenshot-glb,140,2025-07-21,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify-frontend-template-react,153,2025-08-08,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ci-queue,179,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shop-chat-agent,44,2025-07-22,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,omniauth-shopify-oauth2,92,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,opentelemetry-ruby-contrib,0,2025-05-01,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,function-runner,79,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,node-themekit,112,2025-07-21,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify-function-wasm-api,6,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,gltf-compressor,297,2025-08-08,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ruby_memcheck,252,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,ruvy,307,2025-08-01,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,torch-grammar,67,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,checkout-sheet-kit-react-native,56,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,pyactiveresource,102,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,i18next-shopify,30,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,rubocop-sorbet,186,2025-06-25,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,discount-app-components,85,2025-07-22,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,twine,117,2025-05-29,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,oktakit,72,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,condense-number,43,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,rbi-central,62,2025-08-05,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,lhm,199,2025-07-08,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,graphql-metrics,172,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,argo-cd-1,1,2025-08-06,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,homebrew-shopify,49,2025-08-06,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,goose,85,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,worldwide,83,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,memcached,3,2025-07-25,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,example-app--qr-code--remix,75,2025-07-22,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,shopify-app-template-ruby,141,2025-08-05,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,vscode-shopify-ruby,190,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,customer-account-tutorials,7,2025-07-23,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,toml-patch,3,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,zincsearch-1,1,2025-03-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,kubernetes-sample-apps,1,2025-03-21,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,smart_todo,160,2025-07-17,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,nixpkgs,4,2025-06-25,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,checkout-sheet-kit-swift,52,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,cli-kit,155,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,horizon,173,2025-08-06,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,liquid-tm-grammar,18,2025-05-22,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,graphql_java_gen,82,2025-05-13,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,zjit,2,2025-05-14,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,zincsearch,1,2025-03-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,liquid-spec,0,2025-08-12,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,yugabyte-db,0,2025-07-14,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,handy,147,2025-05-13,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,hydrogen-redirect-theme,56,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,schmooze,75,2025-08-11,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,salesforce_chunker,3,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,activerecord-rescue_from_duplicate,91,2025-08-04,data/orgs\shopify\shopify_repos_filter3_20250812.csv
shopify,gvltools,131,2025-05-20,data/orgs\shopify\shopify_repos_filter3_20250812.csv
stripe,smokescreen,1179,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,krl,30,2025-04-03,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,openapi,431,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-mock,1495,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,homebrew-stripe-mock,6,2025-05-19,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-terminal-ios,120,2025-08-07,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,skycfg,664,2025-06-29,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-terminal-android,113,2025-08-01,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,example-terminal-backend,98,2025-07-22,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-cli,1750,2025-08-04,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,scoop-stripe-cli,10,2025-07-30,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,homebrew-stripe-cli,7,2025-07-30,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,react-stripe-js,1927,2025-08-04,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-js,700,2025-08-01,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,checkout-sales-demo,13,2025-04-01,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,vscode-stripe,131,2025-03-20,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,.github,9,2025-07-04,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,terminal-js,38,2025-07-22,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-react-native,1353,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-postman,84,2025-06-05,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-apps,161,2025-08-08,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-ios-spm,14,2025-08-12,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-magento2-releases,38,2025-08-05,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-terminal-react-native,138,2025-08-12,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-identity-react-native,36,2025-07-07,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,salesforce-connector-examples,18,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-connect-furever-demo,93,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-sfcc-b2c-connector,10,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,connect-js,27,2025-07-30,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,react-connect-js,28,2025-07-31,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,pg-schema-diff,558,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-commercetools-connect-app,11,2025-08-12,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,open-banking-v2-docs,3,2025-05-20,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,terminal-connector-releases,3,2025-08-06,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,agent-toolkit,925,2025-08-11,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,stripe-commercetools-checkout-app,3,2025-08-07,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,scripts,6,2025-06-12,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,munkisrv,1,2025-08-07,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,memlink,6,2025-07-14,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,ft3,51,2025-07-28,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,LibreChat,2,2025-08-06,data/orgs\stripe\stripe_repos_filter1_20250812_with_prs_20250812.csv
stripe,smokescreen,1179,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,krl,30,2025-04-03,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,openapi,431,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-mock,1495,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,homebrew-stripe-mock,6,2025-05-19,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-terminal-ios,120,2025-08-07,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,skycfg,664,2025-06-29,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-terminal-android,113,2025-08-01,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,example-terminal-backend,98,2025-07-22,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-cli,1750,2025-08-04,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,scoop-stripe-cli,10,2025-07-30,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,homebrew-stripe-cli,7,2025-07-30,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,react-stripe-js,1927,2025-08-04,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-js,700,2025-08-01,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,checkout-sales-demo,13,2025-04-01,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,vscode-stripe,131,2025-03-20,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,.github,9,2025-07-04,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,terminal-js,38,2025-07-22,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-react-native,1353,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-postman,84,2025-06-05,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-apps,161,2025-08-08,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-ios-spm,14,2025-08-12,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-magento2-releases,38,2025-08-05,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-terminal-react-native,138,2025-08-12,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-identity-react-native,36,2025-07-07,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,salesforce-connector-examples,18,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-connect-furever-demo,93,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-sfcc-b2c-connector,10,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,connect-js,27,2025-07-30,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,react-connect-js,28,2025-07-31,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,pg-schema-diff,558,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-commercetools-connect-app,11,2025-08-12,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,open-banking-v2-docs,3,2025-05-20,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,terminal-connector-releases,3,2025-08-06,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,agent-toolkit,925,2025-08-11,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-commercetools-checkout-app,3,2025-08-07,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,scripts,6,2025-06-12,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,munkisrv,1,2025-08-07,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,memlink,6,2025-07-14,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,ft3,51,2025-07-28,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,LibreChat,2,2025-08-06,data/orgs\stripe\stripe_repos_filter2_20250812.csv
stripe,stripe-react-native,1353,2025-08-11,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-cli,1750,2025-08-04,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-apps,161,2025-08-08,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,smokescreen,1179,2025-08-11,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,vscode-stripe,131,2025-03-20,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,pg-schema-diff,558,2025-08-11,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,react-stripe-js,1927,2025-08-04,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,agent-toolkit,925,2025-08-11,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-mock,1495,2025-08-11,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-js,700,2025-08-01,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,skycfg,664,2025-06-29,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,openapi,431,2025-08-11,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-terminal-react-native,138,2025-08-12,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-terminal-ios,120,2025-08-07,data/orgs\stripe\stripe_repos_filter3_20250812.csv
stripe,stripe-terminal-android,113,2025-08-01,data/orgs\stripe\stripe_repos_filter3_20250812.csv
