org,repo,hyperlink,commits_last_30d,PRs_closed_30d
paypal,paypal-messages-android,https://github.com/paypal/paypal-messages-android,0,56
paypal,paypal-common-components,https://github.com/paypal/paypal-common-components,0,63
paypal,fullstack-phone,https://github.com/paypal/fullstack-phone,0,8
paypal,paypal-checkout-components,https://github.com/paypal/paypal-checkout-components,14,74
paypal,paypal-android,https://github.com/paypal/paypal-android,1,93
paypal,postman-collections,https://github.com/paypal/postman-collections,3,2
paypal,paypal-sdk-release,https://github.com/paypal/paypal-sdk-release,18,51
paypal,paypal-sdk-client,https://github.com/paypal/paypal-sdk-client,6,81
paypal,paypal-sdk-constants,https://github.com/paypal/paypal-sdk-constants,3,79
paypal,paypal-ios,https://github.com/paypal/paypal-ios,1,85
paypal,paypal-googlepay-component,https://github.com/paypal/paypal-googlepay-component,5,18
paypal,paypal-js,https://github.com/paypal/paypal-js,0,66
paypal,PayPal-Dotnet-Server-SDK,https://github.com/paypal/PayPal-Dotnet-Server-SDK,1,11
paypal,paypal-messaging-components,https://github.com/paypal/paypal-messaging-components,0,87
paypal,heap-dump-tool,https://github.com/paypal/heap-dump-tool,8,21
paypal,agent-toolkit,https://github.com/paypal/agent-toolkit,2,39
paypal,paypal-rest-api-specifications,https://github.com/paypal/paypal-rest-api-specifications,2,7
hewlettpackard,morpheus-nutanix-prism-element-plugin,https://github.com/HewlettPackard/morpheus-nutanix-prism-element-plugin,4,32
hewlettpackard,morpheus-plugin-core,https://github.com/HewlettPackard/morpheus-plugin-core,0,39
hewlettpackard,morpheus-scvmm-plugin,https://github.com/HewlettPackard/morpheus-scvmm-plugin,51,62
hewlettpackard,mkosi,https://github.com/HewlettPackard/mkosi,23,0
hewlettpackard,py-spiffe,https://github.com/HewlettPackard/py-spiffe,0,84
hewlettpackard,morpheus-digital-ocean-plugin,https://github.com/HewlettPackard/morpheus-digital-ocean-plugin,0,8
hewlettpackard,CountryCrab,https://github.com/HewlettPackard/CountryCrab,10,7
hewlettpackard,shs-cxi-driver,https://github.com/HewlettPackard/shs-cxi-driver,11,0
hewlettpackard,shs-kfabric,https://github.com/HewlettPackard/shs-kfabric,2,0
hewlettpackard,shs-libcxi,https://github.com/HewlettPackard/shs-libcxi,6,0
hewlettpackard,ss-link,https://github.com/HewlettPackard/ss-link,14,0
hewlettpackard,shs-libfabric,https://github.com/HewlettPackard/shs-libfabric,58,0
hewlettpackard,helm-charts-morpheus,https://github.com/HewlettPackard/helm-charts-morpheus,0,0
hewlettpackard,hpe-morpheus-go-sdk,https://github.com/HewlettPackard/hpe-morpheus-go-sdk,11,46
hewlettpackard,morpheus-openapi,https://github.com/HewlettPackard/morpheus-openapi,8,75
hewlettpackard,Mithril,https://github.com/HewlettPackard/Mithril,0,15
hewlettpackard,morpheus-rubrik-plugin,https://github.com/HewlettPackard/morpheus-rubrik-plugin,0,1
hewlettpackard,morpheus-cli,https://github.com/HewlettPackard/morpheus-cli,0,5
hewlettpackard,ilo-redfish-emulator,https://github.com/HewlettPackard/ilo-redfish-emulator,2,0
hewlettpackard,sustain-cluster,https://github.com/HewlettPackard/sustain-cluster,0,5
hewlettpackard,hpegl-provider-lib,https://github.com/HewlettPackard/hpegl-provider-lib,0,32
hewlettpackard,hpegl-metal-client,https://github.com/HewlettPackard/hpegl-metal-client,0,70
hewlettpackard,morpheus-nutanix-prism-plugin,https://github.com/HewlettPackard/morpheus-nutanix-prism-plugin,0,7
hewlettpackard,prometheus-parser-rs,https://github.com/HewlettPackard/prometheus-parser-rs,0,11
hewlettpackard,dockerfile-parser-rs,https://github.com/HewlettPackard/dockerfile-parser-rs,0,19
hewlettpackard,hpegl-metal-terraform-resources,https://github.com/HewlettPackard/hpegl-metal-terraform-resources,0,62
hewlettpackard,shs-kdreg2,https://github.com/HewlettPackard/shs-kdreg2,1,0
hewlettpackard,shs-docs,https://github.com/HewlettPackard/shs-docs,6,0
hewlettpackard,cmf,https://github.com/HewlettPackard/cmf,0,83
