org,repo,hyperlink,commits_last_30d,PRs_closed_30d
facebookresearch,projectaria_tools,https://github.com/facebookresearch/projectaria_tools,9,0
facebookresearch,AugLy,https://github.com/facebookresearch/AugLy,3,2
facebookresearch,RAM,https://github.com/facebookresearch/RAM,1,36
facebookresearch,BenchMARL,https://github.com/facebookresearch/BenchMARL,1,89
facebookresearch,fairseq2,https://github.com/facebookresearch/fairseq2,4,94
facebookresearch,MetaCLIP,https://github.com/facebookresearch/MetaCLIP,26,38
facebookresearch,habitat-lab,https://github.com/facebookresearch/habitat-lab,0,94
facebookresearch,habitat-sim,https://github.com/facebookresearch/habitat-sim,0,92
facebookresearch,generic-neuromotor-interface,https://github.com/facebookresearch/generic-neuromotor-interface,7,35
facebookresearch,fairchem,https://github.com/facebookresearch/fairchem,24,80
facebookresearch,wasp,https://github.com/facebookresearch/wasp,0,0
facebookresearch,univlg,https://github.com/facebookresearch/univlg,1,2
facebookresearch,coconut,https://github.com/facebookresearch/coconut,1,0
facebookresearch,perception_models,https://github.com/facebookresearch/perception_models,4,14
facebookresearch,xformers,https://github.com/facebookresearch/xformers,7,74
facebookresearch,Pearl,https://github.com/facebookresearch/Pearl,4,10
facebookresearch,optimizers,https://github.com/facebookresearch/optimizers,54,0
facebookresearch,bcos,https://github.com/facebookresearch/bcos,1,0
facebookresearch,AbstentionBench,https://github.com/facebookresearch/AbstentionBench,2,4
facebookresearch,nwm,https://github.com/facebookresearch/nwm,2,2
facebookresearch,Meta_SecAlign,https://github.com/facebookresearch/Meta_SecAlign,14,3
facebookresearch,llm-speedrunner,https://github.com/facebookresearch/llm-speedrunner,1,0
facebookresearch,fvcore,https://github.com/facebookresearch/fvcore,0,0
facebookresearch,pyvrs,https://github.com/facebookresearch/pyvrs,30,0
facebookresearch,AcousticRooms,https://github.com/facebookresearch/AcousticRooms,0,0
facebookresearch,HolisticTraceAnalysis,https://github.com/facebookresearch/HolisticTraceAnalysis,13,0
facebookresearch,vrs,https://github.com/facebookresearch/vrs,30,5
facebookresearch,moodist,https://github.com/facebookresearch/moodist,8,0
facebookresearch,egocentric_splats,https://github.com/facebookresearch/egocentric_splats,3,4
facebookresearch,momentum,https://github.com/facebookresearch/momentum,30,1
facebookresearch,matrix,https://github.com/facebookresearch/matrix,15,43
facebookresearch,videoseal,https://github.com/facebookresearch/videoseal,1,14
facebookresearch,diffh2o,https://github.com/facebookresearch/diffh2o,1,0
facebookresearch,ocean,https://github.com/facebookresearch/ocean,53,4
facebookresearch,ACT,https://github.com/facebookresearch/ACT,2,7
facebookresearch,iphg,https://github.com/facebookresearch/iphg,1,0
facebookresearch,DCPerf,https://github.com/facebookresearch/DCPerf,0,14
facebookresearch,clusterscope,https://github.com/facebookresearch/clusterscope,11,39
facebookresearch,SecAlign,https://github.com/facebookresearch/SecAlign,1,0
facebookresearch,adjoint_sampling,https://github.com/facebookresearch/adjoint_sampling,1,0
facebookresearch,GCD,https://github.com/facebookresearch/GCD,1,0
facebookresearch,hot3d,https://github.com/facebookresearch/hot3d,2,0
facebookresearch,polymath,https://github.com/facebookresearch/polymath,2,0
facebookresearch,balance,https://github.com/facebookresearch/balance,24,1
facebookresearch,nymeria_dataset,https://github.com/facebookresearch/nymeria_dataset,2,2
facebookresearch,mvdust3r,https://github.com/facebookresearch/mvdust3r,0,0
facebookresearch,multimodal,https://github.com/facebookresearch/multimodal,0,0
facebookresearch,A2B,https://github.com/facebookresearch/A2B,0,3
facebookresearch,aira-dojo,https://github.com/facebookresearch/aira-dojo,1,2
facebookresearch,MLGym,https://github.com/facebookresearch/MLGym,3,11
facebookresearch,GeoRT,https://github.com/facebookresearch/GeoRT,2,0
facebookresearch,aepsych,https://github.com/facebookresearch/aepsych,3,0
facebookresearch,spdl,https://github.com/facebookresearch/spdl,13,98
facebookresearch,audioseal,https://github.com/facebookresearch/audioseal,1,37
facebookresearch,gni,https://github.com/facebookresearch/gni,7,88
facebookresearch,Aria_data_tools,https://github.com/facebookresearch/Aria_data_tools,2,0
facebookresearch,digit360,https://github.com/facebookresearch/digit360,1,4
facebookresearch,PyTEI,https://github.com/facebookresearch/PyTEI,1,0
facebookresearch,Qinco,https://github.com/facebookresearch/Qinco,1,4
facebookresearch,param,https://github.com/facebookresearch/param,5,0
facebookresearch,iopath,https://github.com/facebookresearch/iopath,1,1
facebookresearch,veet,https://github.com/facebookresearch/veet,2,1
facebookresearch,fbcdgraph,https://github.com/facebookresearch/fbcdgraph,1,0
facebookresearch,cumbiostats,https://github.com/facebookresearch/cumbiostats,1,0
facebookresearch,metapaired,https://github.com/facebookresearch/metapaired,1,0
facebookresearch,cdeets,https://github.com/facebookresearch/cdeets,1,0
facebookresearch,metamulti,https://github.com/facebookresearch/metamulti,1,0
facebookresearch,ecevecce,https://github.com/facebookresearch/ecevecce,1,0
facebookresearch,fbcddisgraph,https://github.com/facebookresearch/fbcddisgraph,1,0
facebookresearch,recipes,https://github.com/facebookresearch/recipes,0,9
facebookresearch,luckmatters,https://github.com/facebookresearch/luckmatters,0,1
facebookresearch,unibench,https://github.com/facebookresearch/unibench,0,11
facebookresearch,veripy,https://github.com/facebookresearch/veripy,2,0
facebookresearch,fairemg,https://github.com/facebookresearch/fairemg,1,0
facebookresearch,ax-paper,https://github.com/facebookresearch/ax-paper,2,0
facebookresearch,preference_discerning,https://github.com/facebookresearch/preference_discerning,0,0
