org,repo,hyperlink,commits_last_30d,PRs_closed_30d
sony,nmos-js,https://github.com/sony/nmos-js,0,58
sony,gobreaker,https://github.com/sony/gobreaker,0,44
sony,stamp,https://github.com/sony/stamp,27,37
sony,ds-research-code,https://github.com/sony/ds-research-code,0,0
sony,esstra,https://github.com/sony/esstra,6,18
sony,BannerAgency,https://github.com/sony/BannerAgency,1,0
sony,nmos-cpp,https://github.com/sony/nmos-cpp,0,87
sony,SIoT-LSLtool,https://github.com/sony/SIoT-LSLtool,5,0
sony,neural-network-console,https://github.com/sony/neural-network-console,1,0
sony,micro-notifier,https://github.com/sony/micro-notifier,0,7
sony,nnc-plugin,https://github.com/sony/nnc-plugin,4,84
sony,nnabla-c-runtime,https://github.com/sony/nnabla-c-runtime,0,82
sony,flutter-embedded-linux,https://github.com/sony/flutter-embedded-linux,0,97
sony,mapray-js,https://github.com/sony/mapray-js,18,88
sony,NeISFpp,https://github.com/sony/NeISFpp,1,0
dell,csi-powermax,https://github.com/dell/csi-powermax,10,81
dell,common-github-actions,https://github.com/dell/common-github-actions,4,91
dell,csm-replication,https://github.com/dell/csm-replication,5,66
dell,csm-docs,https://github.com/dell/csm-docs,20,83
dell,csi-powerstore,https://github.com/dell/csi-powerstore,15,91
dell,csi-unity,https://github.com/dell/csi-unity,5,65
dell,dkms,https://github.com/dell/dkms,4,91
dell,csi-metadata-retriever,https://github.com/dell/csi-metadata-retriever,6,71
dell,csm-metrics-powerscale,https://github.com/dell/csm-metrics-powerscale,5,66
dell,csm-metrics-powerstore,https://github.com/dell/csm-metrics-powerstore,4,66
dell,csm-metrics-powermax,https://github.com/dell/csm-metrics-powermax,5,67
dell,csm-operator,https://github.com/dell/csm-operator,33,84
dell,karavi-metrics-powerflex,https://github.com/dell/karavi-metrics-powerflex,6,67
dell,karavi-resiliency,https://github.com/dell/karavi-resiliency,9,71
dell,karavi-topology,https://github.com/dell/karavi-topology,1,67
dell,karavi-observability,https://github.com/dell/karavi-observability,2,97
dell,csi-powerscale,https://github.com/dell/csi-powerscale,12,94
dell,csi-powerflex,https://github.com/dell/csi-powerflex,9,80
dell,gopowerstore,https://github.com/dell/gopowerstore,3,84
dell,goscaleio,https://github.com/dell/goscaleio,3,85
dell,dellemc-openmanage-ansible-modules,https://github.com/dell/dellemc-openmanage-ansible-modules,0,92
dell,ansible-powermax,https://github.com/dell/ansible-powermax,1,48
dell,csm,https://github.com/dell/csm,13,72
dell,dell-csi-extensions,https://github.com/dell/dell-csi-extensions,3,92
dell,omnia,https://github.com/dell/omnia,0,87
dell,powerstore-metrics-exporter,https://github.com/dell/powerstore-metrics-exporter,4,0
dell,ansible-powerflex,https://github.com/dell/ansible-powerflex,4,65
dell,terraform-provider-powerscale,https://github.com/dell/terraform-provider-powerscale,0,96
dell,gobrick,https://github.com/dell/gobrick,6,82
dell,gocsi,https://github.com/dell/gocsi,2,52
dell,gounity,https://github.com/dell/gounity,2,78
dell,pmaxperfpy,https://github.com/dell/pmaxperfpy,6,1
dell,helm-charts,https://github.com/dell/helm-charts,17,79
dell,actions-template,https://github.com/dell/actions-template,0,0
dell,cert-csi,https://github.com/dell/cert-csi,0,44
dell,goiscsi,https://github.com/dell/goiscsi,0,44
dell,gonvme,https://github.com/dell/gonvme,1,67
dell,gopowermax,https://github.com/dell/gopowermax,0,84
dell,gofsutil,https://github.com/dell/gofsutil,2,65
dell,python-powerflex,https://github.com/dell/python-powerflex,3,35
dell,azurestack-docs,https://github.com/dell/azurestack-docs,9,95
dell,terraform-provider-redfish,https://github.com/dell/terraform-provider-redfish,1,91
dell,cosi,https://github.com/dell/cosi,2,55
dell,omnia-artifactory,https://github.com/dell/omnia-artifactory,0,94
dell,gopowerscale,https://github.com/dell/gopowerscale,0,82
dell,goobjectscale,https://github.com/dell/goobjectscale,0,31
dell,osp-integration,https://github.com/dell/osp-integration,0,37
dell,ansible-unity,https://github.com/dell/ansible-unity,2,25
dell,django-DefectDojo,https://github.com/dell/django-DefectDojo,0,0
dell,ansible-powerscale,https://github.com/dell/ansible-powerscale,2,93
dell,ansible-powerstore,https://github.com/dell/ansible-powerstore,2,55
dell,ansible-vxrail-utility,https://github.com/dell/ansible-vxrail-utility,0,15
dell,ansible-vxrail,https://github.com/dell/ansible-vxrail,0,19
dell,powershell-vxrail,https://github.com/dell/powershell-vxrail,4,4
dell,iDRAC-Telemetry-Reference-Tools,https://github.com/dell/iDRAC-Telemetry-Reference-Tools,1,84
dell,terraform-provider-powermax,https://github.com/dell/terraform-provider-powermax,1,92
dell,dvd-dell-pro-ai-studio-chat,https://github.com/dell/dvd-dell-pro-ai-studio-chat,1,0
dell,ansible-vplex,https://github.com/dell/ansible-vplex,0,9
siemens,element,https://github.com/siemens/element,100,97
siemens,production-stack,https://github.com/siemens/production-stack,26,0
siemens,standard-bom-python,https://github.com/siemens/standard-bom-python,11,18
siemens,gencmpclient,https://github.com/siemens/gencmpclient,0,63
siemens,ix-docs,https://github.com/siemens/ix-docs,13,33
siemens,ix,https://github.com/siemens/ix,35,71
siemens,continuous-clearing,https://github.com/siemens/continuous-clearing,2,71
siemens,fossology,https://github.com/siemens/fossology,0,18
siemens,wfx,https://github.com/siemens/wfx,3,97
siemens,linux-entra-sso,https://github.com/siemens/linux-entra-sso,20,62
siemens,ngx-datatable,https://github.com/siemens/ngx-datatable,25,95
siemens,sw360-frontend,https://github.com/siemens/sw360-frontend,0,0
siemens,meta-iot2050,https://github.com/siemens/meta-iot2050,0,85
siemens,lint,https://github.com/siemens/lint,4,26
siemens,vilocify-sdk-python,https://github.com/siemens/vilocify-sdk-python,7,33
siemens,modular-application-creator-use-cases,https://github.com/siemens/modular-application-creator-use-cases,2,34
siemens,sw360,https://github.com/siemens/sw360,0,3
siemens,openssl,https://github.com/siemens/openssl,0,0
siemens,vllm,https://github.com/siemens/vllm,100,0
siemens,LicenseDb,https://github.com/siemens/LicenseDb,0,0
siemens,LightweightCmpRa,https://github.com/siemens/LightweightCmpRa,0,37
siemens,cmp-ra-component,https://github.com/siemens/cmp-ra-component,1,63
siemens,qemu,https://github.com/siemens/qemu,0,0
siemens,efibootguard,https://github.com/siemens/efibootguard,0,0
siemens,simatic-s7-webserver-api,https://github.com/siemens/simatic-s7-webserver-api,13,77
siemens,ix-starter,https://github.com/siemens/ix-starter,1,17
siemens,ix-blazor,https://github.com/siemens/ix-blazor,0,75
siemens,mtda,https://github.com/siemens/mtda,0,99
siemens,.github,https://github.com/siemens/.github,0,30
siemens,cmp-test-suite,https://github.com/siemens/cmp-test-suite,22,15
siemens,kas,https://github.com/siemens/kas,0,0
siemens,tia-portal-openness-code-snippets,https://github.com/siemens/tia-portal-openness-code-snippets,16,11
siemens,kaniko,https://github.com/siemens/kaniko,0,0
