org,repo,hyperlink,commits_last_30d,PRs_closed_30d
google,bughunters,https://github.com/google/bughunters,5,13
google,shaderc,https://github.com/google/shaderc,2,88
google,project-voice,https://github.com/google/project-voice,0,16
google,draco,https://github.com/google/draco,6,77
google,graph-mining,https://github.com/google/graph-mining,5,0
google,flax,https://github.com/google/flax,66,86
google,ml-compiler-opt,https://github.com/google/ml-compiler-opt,6,90
google,guice,https://github.com/google/guice,0,56
google,google-toolbox-for-mac,https://github.com/google/google-toolbox-for-mac,10,98
google,cctz,https://github.com/google/cctz,0,85
google,fuse-archive,https://github.com/google/fuse-archive,7,5
google,generative-ai-go,https://github.com/google/generative-ai-go,1,91
google,open-dice,https://github.com/google/open-dice,7,0
google,chromium-policy-vulnfeed,https://github.com/google/chromium-policy-vulnfeed,28,5
google,assertor,https://github.com/google/assertor,0,36
google,bindiff,https://github.com/google/bindiff,1,8
google,ARC-GEN,https://github.com/google/ARC-GEN,3,0
google,jsonnet,https://github.com/google/jsonnet,0,86
google,security-testbeds,https://github.com/google/security-testbeds,42,65
google,cloud-forensics-utils,https://github.com/google/cloud-forensics-utils,1,92
google,magika,https://github.com/google/magika,0,76
google,llvm-propeller,https://github.com/google/llvm-propeller,0,61
google,gke-policy-automation,https://github.com/google/gke-policy-automation,3,93
google,google-api-objectivec-client-for-rest,https://github.com/google/google-api-objectivec-client-for-rest,2,95
google,jaxloop,https://github.com/google/jaxloop,0,4
google,zerocopy,https://github.com/google/zerocopy,30,80
google,error-prone,https://github.com/google/error-prone,0,91
google,android-cuttlefish,https://github.com/google/android-cuttlefish,100,95
google,xarray-beam,https://github.com/google/xarray-beam,11,45
google,meridian,https://github.com/google/meridian,26,77
google,tcmalloc,https://github.com/google/tcmalloc,0,30
google,go-containerregistry,https://github.com/google/go-containerregistry,0,29
google,syzkaller,https://github.com/google/syzkaller,0,92
google,mozc,https://github.com/google/mozc,0,93
google,google-java-format,https://github.com/google/google-java-format,0,68
google,docsy,https://github.com/google/docsy,3,94
google,cameratrapai,https://github.com/google/cameratrapai,13,12
google,go-cloud,https://github.com/google/go-cloud,0,79
google,clspv,https://github.com/google/clspv,10,94
google,jpegli,https://github.com/google/jpegli,0,49
google,s2geometry,https://github.com/google/s2geometry,0,84
google,fleetspeak,https://github.com/google/fleetspeak,0,61
google,brotli,https://github.com/google/brotli,0,68
google,conscrypt,https://github.com/google/conscrypt,0,80
google,osdfir-infrastructure,https://github.com/google/osdfir-infrastructure,3,89
google,paxml,https://github.com/google/paxml,6,40
google,brax,https://github.com/google/brax,9,70
google,cel-go,https://github.com/google/cel-go,0,94
google,langfun,https://github.com/google/langfun,6,91
google,oss-fuzz-gen,https://github.com/google/oss-fuzz-gen,5,80
google,adk-python-community,https://github.com/google/adk-python-community,10,1
google,sandboxed-api,https://github.com/google/sandboxed-api,32,67
google,starlark-go,https://github.com/google/starlark-go,0,85
google,EarlGrey,https://github.com/google/EarlGrey,0,63
google,adk-docs,https://github.com/google/adk-docs,73,86
google,jsir,https://github.com/google/jsir,9,12
google,site-kit-wp,https://github.com/google/site-kit-wp,100,89
google,yapf,https://github.com/google/yapf,0,69
google,bumble,https://github.com/google/bumble,46,87
google,inverting-proxy,https://github.com/google/inverting-proxy,0,81
google,nearby,https://github.com/google/nearby,69,88
