org,repo,hyperlink,commits_last_30d,PRs_closed_30d
netapp,harvest,https://github.com/NetApp/harvest,53,92
netapp,FSx-ONTAP-samples-scripts,https://github.com/NetApp/FSx-ONTAP-samples-scripts,24,97
netapp,terraform-provider-netapp-cloudmanager,https://github.com/NetApp/terraform-provider-netapp-cloudmanager,0,92
netapp,Innovation-Labs,https://github.com/NetApp/Innovation-Labs,7,0
netapp,trident,https://github.com/NetApp/trident,0,4
netapp,terraform-provider-netapp-ontap,https://github.com/NetApp/terraform-provider-netapp-ontap,0,75
netapp,harvest-metrics,https://github.com/NetApp/harvest-metrics,0,8
netapp,shift-api-automation,https://github.com/NetApp/shift-api-automation,1,4
netapp,mcp,https://github.com/NetApp/mcp,1,0
netapp,FSx-ONTAP-monitoring,https://github.com/NetApp/FSx-ONTAP-monitoring,6,27
lyft,clutch,https://github.com/lyft/clutch,0,11
lyft,flinkk8soperator,https://github.com/lyft/flinkk8soperator,0,81
lyft,atlantis,https://github.com/lyft/atlantis,2,89
lyft,spark,https://github.com/lyft/spark,0,36
lyft,pulse,https://github.com/lyft/pulse,1,0
lyft,omnibot,https://github.com/lyft/omnibot,0,74
lyft,k8s-cloudwatch-adapter,https://github.com/lyft/k8s-cloudwatch-adapter,0,4
zoom,rtms-samples,https://github.com/zoom/rtms-samples,19,0
zoom,videosdk-ios,https://github.com/zoom/videosdk-ios,1,0
zoom,videosdk-rubyonrails-quickstart,https://github.com/zoom/videosdk-rubyonrails-quickstart,1,0
zoom,team-chat-shortcut-sample,https://github.com/zoom/team-chat-shortcut-sample,2,2
zoom,zoomapps-sample-js,https://github.com/zoom/zoomapps-sample-js,2,9
zoom,zoom-oauth-sample-app,https://github.com/zoom/zoom-oauth-sample-app,0,6
zoom,rtms,https://github.com/zoom/rtms,0,33
zoom,karpenter-oci,https://github.com/zoom/karpenter-oci,9,28
zoom,VideoSDK-Web-Telehealth,https://github.com/zoom/VideoSDK-Web-Telehealth,1,6
zoom,appssdk,https://github.com/zoom/appssdk,0,3
zoom,probesdk-web,https://github.com/zoom/probesdk-web,3,6
zoom,videosdk-web-processor-sample,https://github.com/zoom/videosdk-web-processor-sample,4,0
zoom,ZCC-Zoom-App-Advanced-Sample,https://github.com/zoom/ZCC-Zoom-App-Advanced-Sample,2,0
zoom,cobrowsesdk-auth-endpoint-sample,https://github.com/zoom/cobrowsesdk-auth-endpoint-sample,1,0
zoom,CobrowseSDK-Quickstart,https://github.com/zoom/CobrowseSDK-Quickstart,1,1
zoom,videosdk-vue-nuxt-quickstart,https://github.com/zoom/videosdk-vue-nuxt-quickstart,1,0
zoom,videosdk-sveltekit-quickstart,https://github.com/zoom/videosdk-sveltekit-quickstart,1,0
zoom,videosdk-nextjs-quickstart,https://github.com/zoom/videosdk-nextjs-quickstart,0,1
zoom,meetingsdk-ios,https://github.com/zoom/meetingsdk-ios,2,0
zoom,zoom-data-fence,https://github.com/zoom/zoom-data-fence,90,22
zoom,sample-registration-app,https://github.com/zoom/sample-registration-app,2,4
zoom,videosdk-web-sample,https://github.com/zoom/videosdk-web-sample,0,75
zoom,MeetingSDK-ReactNative-Quickstart,https://github.com/zoom/MeetingSDK-ReactNative-Quickstart,2,0
twilio,twilio-node,https://github.com/twilio/twilio-node,7,78
twilio,twilio-go,https://github.com/twilio/twilio-go,4,81
twilio,twilio-php,https://github.com/twilio/twilio-php,4,75
twilio,twilio-python,https://github.com/twilio/twilio-python,5,61
twilio,twilio-ruby,https://github.com/twilio/twilio-ruby,4,84
twilio,twilio-java,https://github.com/twilio/twilio-java,4,71
twilio,twilio-csharp,https://github.com/twilio/twilio-csharp,4,67
twilio,sendgrid-oai,https://github.com/twilio/sendgrid-oai,1,28
twilio,twilio-oai,https://github.com/twilio/twilio-oai,2,61
twilio,twilio-voice.js,https://github.com/twilio/twilio-voice.js,0,83
twilio,voice-quickstart-ios,https://github.com/twilio/voice-quickstart-ios,0,94
twilio,twilio-cli,https://github.com/twilio/twilio-cli,4,66
twilio,twilio-verify-sna-ios,https://github.com/twilio/twilio-verify-sna-ios,0,17
twilio,twilio-video-diagnostics-react-app,https://github.com/twilio/twilio-video-diagnostics-react-app,2,39
twilio,twilio-oai-generator,https://github.com/twilio/twilio-oai-generator,2,80
twilio,twilsock-ios,https://github.com/twilio/twilsock-ios,0,1
twilio,conversations-ios,https://github.com/twilio/conversations-ios,0,1
twilio,video-quickstart-js,https://github.com/twilio/video-quickstart-js,0,58
twilio,twilio-voice-react-native,https://github.com/twilio/twilio-voice-react-native,2,88
twilio,twilio-video-app-android,https://github.com/twilio/twilio-video-app-android,0,95
twilio,twilio-video.js,https://github.com/twilio/twilio-video.js,0,89
twilio,twilio-voice-js-reference-components,https://github.com/twilio/twilio-voice-js-reference-components,1,31
twilio,flex-plugin-builder,https://github.com/twilio/flex-plugin-builder,38,88
twilio,twilio-video-ios,https://github.com/twilio/twilio-video-ios,0,19
twilio,twilio-voice-react-native-app,https://github.com/twilio/twilio-voice-react-native-app,0,83
twilio,scoop-twilio-cli,https://github.com/twilio/scoop-twilio-cli,1,10
twilio,homebrew-brew,https://github.com/twilio/homebrew-brew,1,28
