org,repo,hyperlink,30d_merge_rate
hpinc,krypton-utils,https://github.com/HPInc/krypton-utils,0
hpinc,krypton-iot-authorizer,https://github.com/HPInc/krypton-iot-authorizer,0
hpinc,Anyware-Certification,https://github.com/HPInc/Anyware-Certification,0
hpinc,oneflow-sdk-js,https://github.com/HPInc/oneflow-sdk-js,0
cisco,multilingual-speech-testing,https://github.com/cisco/multilingual-speech-testing,0
cisco,ChezScheme,https://github.com/cisco/ChezScheme,0
cisco,libsrtp,https://github.com/cisco/libsrtp,1
cisco,mercury,https://github.com/cisco/mercury,27
cisco,cisco-mibs,https://github.com/cisco/cisco-mibs,1
cisco,hash-sigs,https://github.com/cisco/hash-sigs,0
cisco,libamvp,https://github.com/cisco/libamvp,4
cisco,cisco-network-chef-cookbook,https://github.com/cisco/cisco-network-chef-cookbook,0
cisco,libacvp,https://github.com/cisco/libacvp,4
cisco,OpenOSC,https://github.com/cisco/OpenOSC,0
goldmansachs,legend-engine,https://github.com/goldmansachs/legend-engine,0
goldmansachs,gs-quant,https://github.com/goldmansachs/gs-quant,0
goldmansachs,legend-studio,https://github.com/goldmansachs/legend-studio,0
goldmansachs,legend-depot,https://github.com/goldmansachs/legend-depot,0
goldmansachs,legend-pure,https://github.com/goldmansachs/legend-pure,0
goldmansachs,common,https://github.com/goldmansachs/common,1
goldmansachs,prometheus,https://github.com/goldmansachs/prometheus,17
goldmansachs,jdmn,https://github.com/goldmansachs/jdmn,0
goldmansachs,legend,https://github.com/goldmansachs/legend,0
goldmansachs,gpt-codegen,https://github.com/goldmansachs/gpt-codegen,0
goldmansachs,legend-shared,https://github.com/goldmansachs/legend-shared,0
goldmansachs,legend-sdlc,https://github.com/goldmansachs/legend-sdlc,0
goldmansachs,thanos,https://github.com/goldmansachs/thanos,0
broadcom,HOL-2601,https://github.com/Broadcom/HOL-2601,8
broadcom,HOL-2602,https://github.com/Broadcom/HOL-2602,2
broadcom,OpenMDK,https://github.com/Broadcom/OpenMDK,0
broadcom,HOL-2670,https://github.com/Broadcom/HOL-2670,9
broadcom,HOL-2671,https://github.com/Broadcom/HOL-2671,9
broadcom,HOL-2637,https://github.com/Broadcom/HOL-2637,2
broadcom,HOL-2636,https://github.com/Broadcom/HOL-2636,1
broadcom,HOL-2633,https://github.com/Broadcom/HOL-2633,0
broadcom,HOL-2608,https://github.com/Broadcom/HOL-2608,4
broadcom,HOL-2634,https://github.com/Broadcom/HOL-2634,1
broadcom,terraform-provider-luminate,https://github.com/Broadcom/terraform-provider-luminate,0
broadcom,HOL-2649,https://github.com/Broadcom/HOL-2649,1
broadcom,HOL-2610,https://github.com/Broadcom/HOL-2610,2
broadcom,HOLFY26-MGR-HOLUSER,https://github.com/Broadcom/HOLFY26-MGR-HOLUSER,0
broadcom,HOL-2630,https://github.com/Broadcom/HOL-2630,1
broadcom,stblinux,https://github.com/Broadcom/stblinux,0
broadcom,HOL-8807,https://github.com/Broadcom/HOL-8807,0
broadcom,HOL-8805,https://github.com/Broadcom/HOL-8805,0
schneider-electric,edgex-go,https://github.com/schneider-electric/edgex-go,2
schneider-electric,node-red-contrib-edgex-connector,https://github.com/schneider-electric/node-red-contrib-edgex-connector,0
schneider-electric,device-sdk-go,https://github.com/schneider-electric/device-sdk-go,0
qualcomm,eld,https://github.com/qualcomm/eld,0
qualcomm,fastrpc,https://github.com/qualcomm/fastrpc,4
qualcomm,kleidiai,https://github.com/qualcomm/kleidiai,0
qualcomm,qcom-test-automation-controller,https://github.com/qualcomm/qcom-test-automation-controller,7
qualcomm,PatchWise,https://github.com/qualcomm/PatchWise,0
qualcomm,Startup-Demos,https://github.com/qualcomm/Startup-Demos,8
qualcomm,XNNPACK,https://github.com/qualcomm/XNNPACK,0
qualcomm,fastboot.efi,https://github.com/qualcomm/fastboot.efi,0
qualcomm,bt-rviz,https://github.com/qualcomm/bt-rviz,0
qualcomm,csm-utils,https://github.com/qualcomm/csm-utils,2
qualcomm,fastrpc-image,https://github.com/qualcomm/fastrpc-image,2
qualcomm,dragonwing-iot-samples,https://github.com/qualcomm/dragonwing-iot-samples,1
qualcomm,qdlrs,https://github.com/qualcomm/qdlrs,6
qualcomm,onnxruntime,https://github.com/qualcomm/onnxruntime,0
qualcomm,.github,https://github.com/qualcomm/.github,0
qualcomm,minkipc,https://github.com/qualcomm/minkipc,1
qualcomm,AvxToNeon,https://github.com/qualcomm/AvxToNeon,0
qualcomm,snapdragon-compute-samples,https://github.com/qualcomm/snapdragon-compute-samples,0
qualcomm,awesome-qualcomm-developer,https://github.com/qualcomm/awesome-qualcomm-developer,1
quic,qemu,https://github.com/quic/qemu,0
quic,efficient-transformers,https://github.com/quic/efficient-transformers,0
quic,aimet,https://github.com/quic/aimet,0
quic,ai-hub-models,https://github.com/quic/ai-hub-models,0
quic,wos-ai-demos,https://github.com/quic/wos-ai-demos,0
quic,ai-engine-direct-helper,https://github.com/quic/ai-engine-direct-helper,0
quic,qbox,https://github.com/quic/qbox,0
quic,v4l-video-test-app,https://github.com/quic/v4l-video-test-app,0
quic,crash-plugins,https://github.com/quic/crash-plugins,1
quic,aimet-pages,https://github.com/quic/aimet-pages,0
quic,ufs-tools,https://github.com/quic/ufs-tools,1
quic,sample-apps-for-qualcomm-linux,https://github.com/quic/sample-apps-for-qualcomm-linux,0
quic,cloud-ai-containers,https://github.com/quic/cloud-ai-containers,0
quic,aic-operator,https://github.com/quic/aic-operator,0
quic,cloud-ai-sdk,https://github.com/quic/cloud-ai-sdk,0
quic,toolchain_for_hexagon,https://github.com/quic/toolchain_for_hexagon,0
quic,cloud-ai-sdk-pages,https://github.com/quic/cloud-ai-sdk-pages,0
quic,XNNPACK,https://github.com/quic/XNNPACK,0
quic,OpenBLAS,https://github.com/quic/OpenBLAS,0
quic,ai-hub-apps,https://github.com/quic/ai-hub-apps,0
quic,eud,https://github.com/quic/eud,0
quic,riscv-elf-psabi-quic-extensions,https://github.com/quic/riscv-elf-psabi-quic-extensions,0
quic,qmi-framework,https://github.com/quic/qmi-framework,0
asml-labs,MATFrost.jl,https://github.com/ASML-Labs/MATFrost.jl,0
asml-labs,dagster-delta,https://github.com/ASML-Labs/dagster-delta,0
hpenetworking,topology,https://github.com/HPENetworking/topology,0
amd,node-scraper,https://github.com/amd/node-scraper,0
amd,onnxruntime,https://github.com/amd/onnxruntime,0
amd,esmi_ib_library,https://github.com/amd/esmi_ib_library,0
amd,HPCTrainingExamples,https://github.com/amd/HPCTrainingExamples,3
amd,HPCTrainingDock,https://github.com/amd/HPCTrainingDock,0
amd,xdna-driver,https://github.com/amd/xdna-driver,0
amd,RyzenAI-SW,https://github.com/amd/RyzenAI-SW,5
amd,ama-sdk,https://github.com/amd/ama-sdk,0
amd,ryzen-ai-documentation,https://github.com/amd/ryzen-ai-documentation,2
amd,ZenDNN,https://github.com/amd/ZenDNN,0
amd,ADA,https://github.com/amd/ADA,0
amd,blis,https://github.com/amd/blis,0
amd,amd_energy,https://github.com/amd/amd_energy,0
amd,amd_hsmp,https://github.com/amd/amd_hsmp,0
amd,ZenDNN-pytorch-plugin,https://github.com/amd/ZenDNN-pytorch-plugin,0
amd,opencv,https://github.com/amd/opencv,0
amd,virtio-npu,https://github.com/amd/virtio-npu,0
amd,pensando-elk,https://github.com/amd/pensando-elk,1
amd,Quark,https://github.com/amd/Quark,0
block,goose,https://github.com/block/goose,0
block,ospo,https://github.com/block/ospo,0
block,kotlin-formatter,https://github.com/block/kotlin-formatter,4
block,example-jvm-maven,https://github.com/block/example-jvm-maven,0
block,stoic,https://github.com/block/stoic,1
block,docs-site-kickstarter,https://github.com/block/docs-site-kickstarter,3
block,elasticgraph,https://github.com/block/elasticgraph,23
block,gradle-monorepo-ij-plugin,https://github.com/block/gradle-monorepo-ij-plugin,0
block,scaffolder,https://github.com/block/scaffolder,0
block,bitcoin-augur-reference,https://github.com/block/bitcoin-augur-reference,1
block,.github,https://github.com/block/.github,0
block,oss-project-template,https://github.com/block/oss-project-template,0
block,kfsm,https://github.com/block/kfsm,0
block,spirit,https://github.com/block/spirit,3
block,goose-discord,https://github.com/block/goose-discord,1
block,mcp-jupyter,https://github.com/block/mcp-jupyter,1
block,quiver,https://github.com/block/quiver,0
block,protobuf.js,https://github.com/block/protobuf.js,0
block,mdx-daemon-plugin,https://github.com/block/mdx-daemon-plugin,4
block,ftl,https://github.com/block/ftl,0
block,ftl-golang-tools,https://github.com/block/ftl-golang-tools,0
block,bitcoin-treasury,https://github.com/block/bitcoin-treasury,1
block,ln-invoice,https://github.com/block/ln-invoice,0
block,picocert,https://github.com/block/picocert,1
block,bitcoin-augur,https://github.com/block/bitcoin-augur,1
block,etre,https://github.com/block/etre,0
block,bitcoin-augur-benchmarking,https://github.com/block/bitcoin-augur-benchmarking,1
block,blip,https://github.com/block/blip,0
block,finch,https://github.com/block/finch,0
block,goose-mobile,https://github.com/block/goose-mobile,0
block,homebrew-tap,https://github.com/block/homebrew-tap,0
block,trailblaze,https://github.com/block/trailblaze,0
block,xcode-index-mcp,https://github.com/block/xcode-index-mcp,2
block,vscode-goose,https://github.com/block/vscode-goose,0
workday,canvas-kit,https://github.com/Workday/canvas-kit,0
workday,cuestomize,https://github.com/Workday/cuestomize,0
workday,canvas-tokens,https://github.com/Workday/canvas-tokens,0
workday,canvas-tokens-studio,https://github.com/Workday/canvas-tokens-studio,0
workday,warp-core,https://github.com/Workday/warp-core,0
marvellembeddedprocessors,marvell-dpdk,https://github.com/MarvellEmbeddedProcessors/marvell-dpdk,0
marvellembeddedprocessors,packages,https://github.com/MarvellEmbeddedProcessors/packages,0
marvellembeddedprocessors,dao,https://github.com/MarvellEmbeddedProcessors/dao,0
marvellembeddedprocessors,marvell-octeon-roc,https://github.com/MarvellEmbeddedProcessors/marvell-octeon-roc,0
marvellembeddedprocessors,vpp,https://github.com/MarvellEmbeddedProcessors/vpp,0
marvellembeddedprocessors,pcie_ep_octeon_target,https://github.com/MarvellEmbeddedProcessors/pcie_ep_octeon_target,0
marvellembeddedprocessors,marvell-openssl-engine,https://github.com/MarvellEmbeddedProcessors/marvell-openssl-engine,0
marvellembeddedprocessors,linux-marvell,https://github.com/MarvellEmbeddedProcessors/linux-marvell,0
marvellembeddedprocessors,marvell-dpdk-sdk,https://github.com/MarvellEmbeddedProcessors/marvell-dpdk-sdk,0
marvellembeddedprocessors,pcie_ep_octeon_host,https://github.com/MarvellEmbeddedProcessors/pcie_ep_octeon_host,0
marvellembeddedprocessors,marvell-firmware,https://github.com/MarvellEmbeddedProcessors/marvell-firmware,0
stripe,stripe-android,https://github.com/stripe/stripe-android,0
stripe,stripe-react-native,https://github.com/stripe/stripe-react-native,0
stripe,stripe-ios,https://github.com/stripe/stripe-ios,0
stripe,LibreChat,https://github.com/stripe/LibreChat,1
stripe,stripe-mock,https://github.com/stripe/stripe-mock,0
stripe,openapi,https://github.com/stripe/openapi,0
stripe,react-connect-js,https://github.com/stripe/react-connect-js,0
stripe,smokescreen,https://github.com/stripe/smokescreen,0
stripe,stripe-terminal-react-native,https://github.com/stripe/stripe-terminal-react-native,0
stripe,stripe-ruby,https://github.com/stripe/stripe-ruby,0
stripe,stripe-java,https://github.com/stripe/stripe-java,0
stripe,stripe-dotnet,https://github.com/stripe/stripe-dotnet,0
stripe,stripe-php,https://github.com/stripe/stripe-php,0
stripe,stripe-python,https://github.com/stripe/stripe-python,0
stripe,stripe-go,https://github.com/stripe/stripe-go,0
stripe,stripe-node,https://github.com/stripe/stripe-node,0
stripe,connect-js,https://github.com/stripe/connect-js,0
stripe,stripe-commercetools-connect-app,https://github.com/stripe/stripe-commercetools-connect-app,4
stripe,react-stripe-js,https://github.com/stripe/react-stripe-js,0
stripe,agent-toolkit,https://github.com/stripe/agent-toolkit,0
stripe,stripe-connect-furever-demo,https://github.com/stripe/stripe-connect-furever-demo,0
stripe,stripe-js,https://github.com/stripe/stripe-js,0
stripe,stripe-ios-spm,https://github.com/stripe/stripe-ios-spm,0
stripe,salesforce-connector-examples,https://github.com/stripe/salesforce-connector-examples,0
stripe,stripe-sfcc-b2c-connector,https://github.com/stripe/stripe-sfcc-b2c-connector,0
stripe,pg-schema-diff,https://github.com/stripe/pg-schema-diff,0
stripe,stripe-apps,https://github.com/stripe/stripe-apps,0
stripe,stripe-commercetools-checkout-app,https://github.com/stripe/stripe-commercetools-checkout-app,1
stripe,munkisrv,https://github.com/stripe/munkisrv,1
stripe,stripe-terminal-ios,https://github.com/stripe/stripe-terminal-ios,0
stripe,terminal-connector-releases,https://github.com/stripe/terminal-connector-releases,0
stripe,stripe-magento2-releases,https://github.com/stripe/stripe-magento2-releases,0
stripe,stripe-cli,https://github.com/stripe/stripe-cli,0
stripe,stripe-terminal-android,https://github.com/stripe/stripe-terminal-android,0
stripe,scoop-stripe-cli,https://github.com/stripe/scoop-stripe-cli,0
stripe,homebrew-stripe-cli,https://github.com/stripe/homebrew-stripe-cli,0
stripe,ft3,https://github.com/stripe/ft3,0
stripe,subprocess,https://github.com/stripe/subprocess,0
stripe,example-terminal-backend,https://github.com/stripe/example-terminal-backend,0
stripe,terminal-js,https://github.com/stripe/terminal-js,0
pinterest,thriftcheck,https://github.com/pinterest/thriftcheck,0
pinterest,ws-gtm-template,https://github.com/pinterest/ws-gtm-template,0
pinterest,mojito,https://github.com/pinterest/mojito,0
pinterest,gprofiler,https://github.com/pinterest/gprofiler,0
pinterest,teletraan,https://github.com/pinterest/teletraan,0
pinterest,singer,https://github.com/pinterest/singer,0
pinterest,PINRemoteImage,https://github.com/pinterest/PINRemoteImage,0
pinterest,PINOperation,https://github.com/pinterest/PINOperation,0
pinterest,PINCache,https://github.com/pinterest/PINCache,0
pinterest,PINFuture,https://github.com/pinterest/PINFuture,0
pinterest,ktlint,https://github.com/pinterest/ktlint,0
pinterest,orion,https://github.com/pinterest/orion,0
pinterest,pinterest-python-sdk,https://github.com/pinterest/pinterest-python-sdk,0
pinterest,typespec,https://github.com/pinterest/typespec,0
pinterest,api-description,https://github.com/pinterest/api-description,0
pinterest,memq,https://github.com/pinterest/memq,3
pinterest,superset,https://github.com/pinterest/superset,0
pinterest,gprofiler-performance-studio,https://github.com/pinterest/gprofiler-performance-studio,0
pinterest,tiered-storage,https://github.com/pinterest/tiered-storage,0
pinterest,alloy,https://github.com/pinterest/alloy,0
pinterest,psc,https://github.com/pinterest/psc,3
pinterest,gestalt,https://github.com/pinterest/gestalt,0
pinterest,starrocks,https://github.com/pinterest/starrocks,0
pinterest,atg-research,https://github.com/pinterest/atg-research,3
pinterest,terraform-aws-eks,https://github.com/pinterest/terraform-aws-eks,0
pinterest,ray,https://github.com/pinterest/ray,0
snowflakedb,snowflake-cli,https://github.com/snowflakedb/snowflake-cli,0
snowflakedb,snowflake-jdbc,https://github.com/snowflakedb/snowflake-jdbc,0
snowflakedb,snowflake-connector-python,https://github.com/snowflakedb/snowflake-connector-python,0
snowflakedb,snowpark-python,https://github.com/snowflakedb/snowpark-python,0
snowflakedb,gosnowflake,https://github.com/snowflakedb/gosnowflake,0
snowflakedb,snowflake-cli-templates,https://github.com/snowflakedb/snowflake-cli-templates,0
snowflakedb,snowflake-connector-nodejs,https://github.com/snowflakedb/snowflake-connector-nodejs,0
snowflakedb,snowflake-connector-net,https://github.com/snowflakedb/snowflake-connector-net,0
snowflakedb,homebrew-snowflake-cli,https://github.com/snowflakedb/homebrew-snowflake-cli,0
snowflakedb,snowflake-cli-action,https://github.com/snowflakedb/snowflake-cli-action,0
snowflakedb,spark-snowflake,https://github.com/snowflakedb/spark-snowflake,0
snowflakedb,libsnowflakeclient,https://github.com/snowflakedb/libsnowflakeclient,0
snowflakedb,snowflake-ingest-java,https://github.com/snowflakedb/snowflake-ingest-java,0
snowflakedb,snowpark-java-scala,https://github.com/snowflakedb/snowpark-java-scala,0
snowflakedb,terraform-provider-snowflake,https://github.com/snowflakedb/terraform-provider-snowflake,5
snowflakedb,ArcticInference,https://github.com/snowflakedb/ArcticInference,0
snowflakedb,snowflake-kafka-connector,https://github.com/snowflakedb/snowflake-kafka-connector,0
snowflakedb,pdo_snowflake,https://github.com/snowflakedb/pdo_snowflake,0
snowflakedb,snowflake-ml-python,https://github.com/snowflakedb/snowflake-ml-python,0
snowflakedb,ec2-plugin,https://github.com/snowflakedb/ec2-plugin,0
snowflakedb,ArcticTraining,https://github.com/snowflakedb/ArcticTraining,0
snowflakedb,snowpark-checkpoints,https://github.com/snowflakedb/snowpark-checkpoints,0
snowflakedb,PowerPlatformConnectors,https://github.com/snowflakedb/PowerPlatformConnectors,0
snowflakedb,snowflake-telemetry-python,https://github.com/snowflakedb/snowflake-telemetry-python,0
snowflakedb,snowflake-sqlalchemy,https://github.com/snowflakedb/snowflake-sqlalchemy,0
snowflakedb,reusable-workflows,https://github.com/snowflakedb/reusable-workflows,2
hsbc,go-api-pagination,https://github.com/hsbc/go-api-pagination,0
hsbc,jdbc-inquirer,https://github.com/hsbc/jdbc-inquirer,0
hsbc,bqtools,https://github.com/hsbc/bqtools,0
hsbc,encryption-helper-python,https://github.com/hsbc/encryption-helper-python,0
hsbc,cost-manager,https://github.com/hsbc/cost-manager,0
astrazeneca,jazzy,https://github.com/AstraZeneca/jazzy,0
astrazeneca,runnable,https://github.com/AstraZeneca/runnable,0
astrazeneca,persist-seq-galaxy-tools-setup,https://github.com/AstraZeneca/persist-seq-galaxy-tools-setup,0
astrazeneca,cellatria,https://github.com/AstraZeneca/cellatria,0
astrazeneca,maraca,https://github.com/AstraZeneca/maraca,0
astrazeneca,multimodal-python-course,https://github.com/AstraZeneca/multimodal-python-course,0
astrazeneca,peptide-tools,https://github.com/AstraZeneca/peptide-tools,0
astrazeneca,ToPModel,https://github.com/AstraZeneca/ToPModel,0
aveva,CONNECT-data-services-developer-docs,https://github.com/AVEVA/CONNECT-data-services-developer-docs,7
aveva,.github,https://github.com/AVEVA/.github,1
aveva,sample-adh-time_series-python,https://github.com/AVEVA/sample-adh-time_series-python,0
aveva,sample-adh-sample_libraries-python,https://github.com/AVEVA/sample-adh-sample_libraries-python,0
aveva,sample-adh-grafana_backend_plugin-datasource,https://github.com/AVEVA/sample-adh-grafana_backend_plugin-datasource,0
ocadotechnology,rapid-router,https://github.com/ocadotechnology/rapid-router,0
ocadotechnology,codeforlife-portal,https://github.com/ocadotechnology/codeforlife-portal,0
ocadotechnology,codeforlife-workspace,https://github.com/ocadotechnology/codeforlife-workspace,0
ocadotechnology,cmq,https://github.com/ocadotechnology/cmq,0
ocadotechnology,codeforlife-portal-backend,https://github.com/ocadotechnology/codeforlife-portal-backend,0
ocadotechnology,codeforlife-sso-backend,https://github.com/ocadotechnology/codeforlife-sso-backend,0
ocadotechnology,codeforlife-sso-frontend,https://github.com/ocadotechnology/codeforlife-sso-frontend,0
ocadotechnology,codeforlife-package-python,https://github.com/ocadotechnology/codeforlife-package-python,0
ocadotechnology,codeforlife-contributor-frontend,https://github.com/ocadotechnology/codeforlife-contributor-frontend,0
ocadotechnology,codeforlife-package-javascript,https://github.com/ocadotechnology/codeforlife-package-javascript,0
ocadotechnology,codeforlife-deploy-appengine,https://github.com/ocadotechnology/codeforlife-deploy-appengine,0
ocadotechnology,codeforlife-rapid-router-frontend,https://github.com/ocadotechnology/codeforlife-rapid-router-frontend,0
ocadotechnology,codeforlife-portal-frontend,https://github.com/ocadotechnology/codeforlife-portal-frontend,0
ocadotechnology,codeforlife-template-frontend,https://github.com/ocadotechnology/codeforlife-template-frontend,0
ocadotechnology,Ocava,https://github.com/ocadotechnology/Ocava,0
ocadotechnology,pass4s,https://github.com/ocadotechnology/pass4s,0
ocadotechnology,codeforlife-rapid-router-backend,https://github.com/ocadotechnology/codeforlife-rapid-router-backend,0
ocadotechnology,codeforlife-scheduler-backend,https://github.com/ocadotechnology/codeforlife-scheduler-backend,0
ocadotechnology,codeforlife-template-backend,https://github.com/ocadotechnology/codeforlife-template-backend,0
ocadotechnology,test-arranger,https://github.com/ocadotechnology/test-arranger,0
autotraderuk,Flowise,https://github.com/autotraderuk/Flowise,0
autotraderuk,traverson4j,https://github.com/autotraderuk/traverson4j,0
justeattakeaway,pie-aperture,https://github.com/justeattakeaway/pie-aperture,0
justeattakeaway,pie,https://github.com/justeattakeaway/pie,0
justeattakeaway,LocalSqsSnsMessaging,https://github.com/justeattakeaway/LocalSqsSnsMessaging,0
justeattakeaway,AwsWatchman,https://github.com/justeattakeaway/AwsWatchman,0
justeattakeaway,JustSaying,https://github.com/justeattakeaway/JustSaying,1
justeattakeaway,ApplePayJSSample,https://github.com/justeattakeaway/ApplePayJSSample,0
justeattakeaway,JustEat.StatsD,https://github.com/justeattakeaway/JustEat.StatsD,0
justeattakeaway,httpclient-interception,https://github.com/justeattakeaway/httpclient-interception,0
justeattakeaway,pie-iconography,https://github.com/justeattakeaway/pie-iconography,0
experianplc,Experian-Address-Validation,https://github.com/experianplc/Experian-Address-Validation,0
experianplc,edq-data-validation-sdks,https://github.com/experianplc/edq-data-validation-sdks,0
rropen,absense-planner,https://github.com/rropen/absense-planner,0
rropen,terraform-provider-cscdm,https://github.com/rropen/terraform-provider-cscdm,2
rropen,provider-cscdm,https://github.com/rropen/provider-cscdm,0
rropen,.github,https://github.com/rropen/.github,0
